group	label	ns	tau	cov	ru	mi	s
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.028	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.029	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.030	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.031	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.032	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.033	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.034	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.035	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.036	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.037	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.038	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.039	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.040	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.041	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.042	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.043	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.044	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.045	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.046	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.047	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.048	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.049	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.050	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.051	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.052	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.053	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.054	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.055	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.056	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.057	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.058	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.059	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.060	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.061	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.062	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.063	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.064	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.065	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.066	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.067	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.068	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.069	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.070	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.071	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.072	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.073	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.074	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.075	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.076	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.077	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.078	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.079	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.080	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.081	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.082	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.083	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.084	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.085	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.086	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.087	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.088	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.089	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.090	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.091	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.092	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.093	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.094	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.095	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.096	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.097	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.098	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.099	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.100	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.101	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.102	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.103	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.104	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.105	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.106	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.107	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.108	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.109	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.110	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.111	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.112	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.113	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.114	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.115	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.116	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.117	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.118	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.119	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.120	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.121	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.122	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.123	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.124	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.125	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.126	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.127	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.128	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.129	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.130	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.131	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.132	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.133	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.134	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.135	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.136	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.137	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.138	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.139	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.140	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.141	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.142	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.143	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.144	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.145	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.146	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.147	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.148	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.149	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.150	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.151	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.152	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.153	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.154	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.155	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.156	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.157	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.158	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.159	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.160	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.161	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.162	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.163	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.164	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.165	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.166	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.167	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.168	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.169	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.170	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.171	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.172	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.173	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.174	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.175	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.176	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.177	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.178	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.179	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.180	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.181	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.182	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.183	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.184	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.185	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.186	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.187	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.188	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.189	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.190	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.191	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.192	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.193	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.194	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.195	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.196	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.197	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.198	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.199	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.200	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.201	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.202	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.203	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.204	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.205	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.206	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.207	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.208	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.209	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.210	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.211	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.212	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.213	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.214	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.215	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.216	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.217	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.218	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.219	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.220	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.221	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.222	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.223	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.224	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.225	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.226	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.227	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.228	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.229	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.230	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.231	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.232	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.233	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.234	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.235	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.236	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.237	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.238	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.239	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.240	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.241	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.242	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.243	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.244	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.245	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.246	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.247	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.248	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.249	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.250	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.251	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.252	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.253	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.254	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.255	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.256	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.257	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.258	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.259	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.260	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.261	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.262	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.263	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.264	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.265	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.266	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.267	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.268	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.269	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.270	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.271	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.272	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.273	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.274	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.275	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.276	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.277	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.278	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.279	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.280	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.281	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.282	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.283	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.284	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.285	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.286	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.287	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.288	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.289	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.290	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.291	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.292	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.293	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.294	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.295	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.296	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.297	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.298	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.299	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.300	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.301	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.302	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.303	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.304	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.305	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.306	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.307	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.308	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.309	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.310	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.311	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.312	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.313	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.314	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.315	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.316	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.317	0.768	4.992	3.129	5.891
pred_trapid.tsv	pred_trapid.tsv	molecular_function	0.318	0.768	4.992	3.129	5.891
